input_len,avg_conf_score
484,0.641923189163208
486,0.7311605215072632
488,0.8260757923126221
492,0.7170791625976562
493,0.8436668515205383
494,0.9062844514846802
496,0.852177619934082
500,0.9862053990364075
501,0.9915024638175964
502,0.9162188172340393
504,0.9735563397407532
536,0.5229010581970215
547,0.6603415012359619
551,0.6709688901901245
556,0.6367856860160828
558,0.6098835468292236
559,0.7214404940605164
564,0.7048826217651367
565,0.7137430906295776
566,0.44497913122177124
568,0.46932199597358704
569,0.6375711560249329
570,0.814848005771637
571,0.5009463429450989
572,0.7079504132270813
573,0.5746143460273743
574,0.3937547206878662
575,0.3171854615211487
576,0.5790426731109619
577,0.6338151097297668
578,0.6138463616371155
579,0.6018631458282471
580,0.6055176258087158
581,0.6136006116867065
582,0.47745805978775024
583,0.5813502073287964
585,0.6444007158279419
586,0.7679464221000671
587,0.8001328706741333
588,0.8064572215080261
589,0.750815749168396
590,0.6833374500274658
591,0.7489022016525269
592,0.7591224312782288
593,0.7165777087211609
594,0.9277912378311157
595,0.9225813746452332
596,0.9178012609481812
597,0.921476423740387
598,0.9090074896812439
599,0.8342532515525818
600,0.9174091815948486
601,0.9560847878456116
602,0.9801822900772095
603,0.9863193035125732
607,0.5954957008361816
609,0.5203315615653992
611,0.5931801199913025
613,0.3358238637447357
615,0.5222370624542236
617,0.8904287219047546
619,0.9556740522384644
621,0.6992534399032593
623,0.4693566858768463
625,0.6543117165565491
627,0.7608286142349243
629,0.9270673990249634
631,0.8885108828544617
632,0.8158518075942993
635,0.7863078713417053
698,0.5569593906402588
702,0.5421132445335388
703,0.44379058480262756
706,0.5124428868293762
707,0.3600796163082123
708,0.6085464358329773
709,0.4569791853427887
710,0.7099757790565491
713,0.7853664755821228
714,0.5435027480125427
716,0.5071393847465515
717,0.485310822725296
718,0.6637526750564575
719,0.4826217293739319
720,0.4273022413253784
721,0.3431425094604492
724,0.5035976767539978
725,0.6094843149185181
726,0.5514083504676819
727,0.4702692925930023
728,0.5577706694602966
729,0.5895624160766602
730,0.4749229848384857
731,0.4603704810142517
754,0.5279902815818787
758,0.5883984565734863
760,0.3598211705684662
844,0.3662285804748535
848,0.3377592861652374
849,0.2942076325416565
853,0.34783032536506653
855,0.3153538405895233
857,0.4902213215827942
858,0.46458110213279724
883,0.2887801229953766
886,0.1086575984954834
