X,Y,extra,nesting,num_operands
[SM80],8,no,1,2
[MAX26],6,no,1,2
[SM71],8,no,1,2
[SM93],2,no,1,2
[MAX41],4,no,1,2
[MAX[SM98][MIN11]],7,no,2,2
[MAX[SM45][SM56]],9,no,2,2
[MAX[MAX14][SM46]],4,no,2,2
[MAX[MAX52][SM09]],9,no,2,2
[MIN[SM94][MIN48]],3,no,2,2
[MAX[MIN62][MIN34]],3,no,2,2
[SM[MIN52][MAX44]],6,no,2,2
[MIN[SM83][MIN51]],1,no,2,2
[MAX[MAX99][MIN67]],9,no,2,2
[SM[MAX92][MAX57]],6,no,2,2
[SM[MAX29][MIN56]],4,no,2,2
[MIN[MAX24][MAX39]],4,no,2,2
[MAX[SM13][MAX89]],9,no,2,2
[SM[MIN81][MIN41]],2,no,2,2
[MAX[SM29][MIN79]],7,no,2,2
[SM[SM07][MAX12]],9,no,2,2
[SM[MIN91][MAX02]],3,no,2,2
[SM[MIN33][SM01]],4,no,2,2
[MIN[SM55][MAX94]],0,no,2,2
[SM[MIN79][MIN29]],9,no,2,2
[MIN[SM28][MAX08]],0,no,2,2
[MAX[MAX72][MAX54]],7,no,2,2
[SM[MAX52][MIN18]],6,no,2,2
[SM[MAX67][SM10]],8,no,2,2
[SM[MIN20][MAX01]],1,no,2,2
[MIN[MIN72][MAX70]],2,no,2,2
[MIN[SM42][MAX60]],6,no,2,2
[MIN[MAX02][MIN28]],2,no,2,2
[MIN[MAX48][MAX89]],8,no,2,2
[MIN[MAX25][MIN18]],1,no,2,2
[MAX[MAX15][MIN18]],5,no,2,2
[MAX[MAX10][MAX27]],7,no,2,2
[SM[MIN67][SM21]],9,no,2,2
[SM[MIN42][MIN43]],5,no,2,2
[MAX[MIN94][SM01]],4,no,2,2
[SM[MAX92][SM43]],6,no,2,2
[MIN[MIN95][MAX14]],4,no,2,2
[MIN[SM86][MAX29]],4,no,2,2
[MAX[MAX15][MAX71]],7,no,2,2
[SM[MAX00][SM90]],9,no,2,2
[MAX[SM16][SM13]],7,no,2,2
[SM[MAX94][MAX23]],2,no,2,2
[SM[MIN78][SM34]],4,no,2,2
[MAX[MAX22][MIN64]],4,no,2,2
[SM[MIN36][MAX78]],1,no,2,2
[MIN[MIN11][MAX14]],1,no,2,2
[MAX[MIN91][MIN94]],4,no,2,2
[MAX[MIN60][MAX78]],8,no,2,2
[SM[MAX02][MIN66]],8,no,2,2
[MIN[MIN89][SM35]],8,no,2,2
[MIN[MIN48][MIN61]],1,no,2,2
[MIN[SM33][SM94]],3,no,2,2
[SM[MIN13][MAX08]],9,no,2,2
[SM[MIN26][MAX30]],5,no,2,2
[MIN[MIN82][MIN34]],2,no,2,2
[MIN[MAX25][MIN65]],5,no,2,2
[MAX[MAX04][SM82]],4,no,2,2
[SM[MAX44][MAX22]],6,no,2,2
[MIN[MIN45][SM37]],0,no,2,2
[MIN[SM59][SM05]],4,no,2,2
[MIN[MAX71][MAX07]],7,no,2,2
[MAX[SM40][SM76]],4,no,2,2
[MAX[MIN57][MAX23]],5,no,2,2
[MIN[MAX51][SM45]],5,no,2,2
[SM[SM98][MIN99]],6,no,2,2
[MIN[MIN77][MAX45]],5,no,2,2
[MIN[MAX65][SM95]],4,no,2,2
[SM[SM30][MAX53]],8,no,2,2
[MIN[MIN47][SM32]],4,no,2,2
[MIN[MAX04][MAX14]],4,no,2,2
[SM[MAX72][MIN63]],0,no,2,2
[MAX[MAX26][SM37]],6,no,2,2
[MAX[SM99][MAX36]],8,no,2,2
[MAX[MAX31][MAX50]],5,no,2,2
[SM[SM27][MIN14]],0,no,2,2
[SM[MIN57][MIN26]],7,no,2,2
[SM[MIN47][MAX73]],1,no,2,2
[SM[MIN53][SM87]],8,no,2,2
[MAX[SM44][MAX64]],8,no,2,2
[SM[MIN03][SM12]],3,no,2,2
[MAX[SM70][MIN15]],7,no,2,2
[SM[SM35][MIN83]],1,no,2,2
[MIN[MIN19][MIN12]],1,no,2,2
[MAX[MAX95][MAX13]],9,no,2,2
[MAX[SM22][SM59]],4,no,2,2
[MIN[MAX32][SM59]],3,no,2,2
[MIN[MAX04][MIN06]],0,no,2,2
[MAX[MAX62][SM00]],6,no,2,2
[MIN[SM34][MAX13]],3,no,2,2
[MIN[MAX11][MAX22]],1,no,2,2
[MAX[MAX57][SM85]],7,no,2,2
[MAX[SM25][MAX86]],8,no,2,2
[MAX[MAX07][MIN51]],7,no,2,2
[SM[SM63][MAX49]],8,no,2,2
[SM[MAX17][SM72]],6,no,2,2
[MAX[MAX68][SM95]],8,no,2,2
[MIN[MAX35][MIN90]],0,no,2,2
[MIN[MAX45][SM56]],1,no,2,2
[MIN[MIN03][MIN47]],0,no,2,2
[MIN[MIN83][SM71]],3,no,2,2
[MIN[MIN57][MAX86]],5,no,2,2
[SM[MIN79][MAX01]],8,no,2,2
[MIN[SM38][MIN52]],1,no,2,2
[MAX[SM59][MIN42]],4,no,2,2
[MIN[MIN12][SM38]],1,no,2,2
[MAX[SM91][MIN33]],3,no,2,2
[MAX[MAX84][SM54]],9,no,2,2
[MAX[MIN61][MIN92]],2,no,2,2
[SM[SM49][SM49]],6,no,2,2
[MAX[MAX61][MIN73]],6,no,2,2
[MAX[MAX19][SM32]],9,no,2,2
[MAX[SM15][SM33]],6,no,2,2
[SM[MAX66][MAX44]],0,no,2,2
[MAX[SM09][MIN44]],9,no,2,2
[MIN[MAX50][MIN02]],0,no,2,2
[MIN[MIN41][SM10]],1,no,2,2
[MIN[MAX42][MAX83]],4,no,2,2
[SM[MAX56][MIN62]],8,no,2,2
[MIN[MIN59][MIN21]],1,no,2,2
[MIN[MIN96][MIN42]],2,no,2,2
[MAX[MAX91][MAX34]],9,no,2,2
[MAX[MAX89][MAX12]],9,no,2,2
[MIN[MIN41][MAX68]],1,no,2,2
[SM[SM56][MIN86]],7,no,2,2
[SM[MIN14][SM60]],7,no,2,2
[MAX[MAX92][SM78]],9,no,2,2
[MAX[MAX21][MAX50]],5,no,2,2
[MAX[MAX52][SM79]],6,no,2,2
[MAX[MIN81][SM51]],6,no,2,2
[SM[MAX90][MIN93]],2,no,2,2
[MAX[SM81][SM67]],9,no,2,2
[MAX[SM13][SM24]],6,no,2,2
[MIN[SM28][SM27]],0,no,2,2
[SM[MAX79][MAX22]],1,no,2,2
[MIN[MIN22][MIN61]],1,no,2,2
[SM[MIN62][MIN07]],2,no,2,2
[SM[SM44][MIN37]],1,no,2,2
[SM[MAX79][MAX63]],5,no,2,2
[MAX[MIN81][SM25]],7,no,2,2
[SM[MAX29][MAX76]],6,no,2,2
[SM[MIN95][MIN02]],5,no,2,2
[MAX[MAX24][SM70]],7,no,2,2
[SM[SM82][SM66]],2,no,2,2
[MIN[SM30][MIN52]],2,no,2,2
[MIN[MIN27][SM85]],2,no,2,2
[MIN[MAX96][SM37]],0,no,2,2
[SM[MIN74][MIN08]],4,no,2,2
[MIN[MAX93][SM60]],6,no,2,2
[SM[MIN55][MAX28]],3,no,2,2
[SM[SM04][MAX53]],9,no,2,2
[SM[SM65][MIN12]],2,no,2,2
[MAX[MIN78][SM85]],7,no,2,2
[MAX[MIN76][SM93]],6,no,2,2
[SM[MIN10][MAX36]],6,no,2,2
[SM[MIN21][MIN27]],3,no,2,2
[SM[MIN67][SM02]],8,no,2,2
[MIN[MIN26][SM22]],2,no,2,2
[MAX[SM40][SM02]],4,no,2,2
[SM[SM32][SM24]],1,no,2,2
[MIN[MIN05][MAX06]],0,no,2,2
[MIN[SM97][MIN84]],4,no,2,2
[MAX[MAX32][MIN67]],6,no,2,2
[MAX[MAX70][SM46]],7,no,2,2
[SM[MIN63][MAX51]],8,no,2,2
[SM[MAX15][MAX69]],4,no,2,2
[SM[SM42][SM75]],8,no,2,2
[SM[MAX63][MAX17]],3,no,2,2
[MIN[MAX07][MIN68]],6,no,2,2
[MAX[MAX17][MIN75]],7,no,2,2
[SM[MIN92][SM92]],3,no,2,2
[MAX[MIN77][SM40]],7,no,2,2
[MAX[MAX69][SM98]],9,no,2,2
[SM[MAX49][MIN81]],0,no,2,2
[MAX[MAX51][SM32]],5,no,2,2
[SM[MIN34][MIN08]],3,no,2,2
[MIN[SM08][MAX37]],7,no,2,2
[MAX[SM49][SM80]],8,no,2,2
[SM[SM94][MIN79]],0,no,2,2
[MAX[MIN18][SM14]],5,no,2,2
[SM[SM82][MIN23]],2,no,2,2
[SM[MIN06][MIN15]],1,no,2,2
[MIN[MIN25][MAX25]],2,no,2,2
[SM[SM63][MAX55]],4,no,2,2
[MAX[MAX52][MAX16]],6,no,2,2
[MAX[MAX45][MIN66]],6,no,2,2
[SM[MAX96][MAX24]],3,no,2,2
[SM[SM60][MIN50]],6,no,2,2
[MAX[SM31][MIN64]],4,no,2,2
[MAX[SM92][MAX84]],8,no,2,2
[MAX[MAX83][MIN37]],8,no,2,2
[SM[MIN11][MAX09]],0,no,2,2
[MIN[MAX16][MIN54]],4,no,2,2
[MIN[MAX92][SM13]],4,no,2,2
[MIN[MAX70][MIN09]],0,no,2,2
[SM[SM83][MAX98]],0,no,2,2
[SM[MIN70][MAX59]],9,no,2,2
[MIN[SM04][SM16]],4,no,2,2
[SM[MIN71][MAX68]],9,no,2,2
[MIN[SM44][MIN90]],0,no,2,2
[MAX[SM24][MIN12]],6,no,2,2
[SM[MAX28][MIN50]],8,no,2,2
[MIN[SM46][MIN54]],0,no,2,2
[SM[SM88][SM25]],3,no,2,2
[MAX[MIN82][MAX01]],2,no,2,2
[MAX[MIN19][SM00]],1,no,2,2
[SM[MIN91][SM47]],2,no,2,2
[SM[MAX85][MAX51]],3,no,2,2
[SM[MIN79][MAX14]],1,no,2,2
[MIN[SM80][MAX71]],7,no,2,2
[MIN[SM14][MAX94]],5,no,2,2
[MAX[MAX69][MAX27]],9,no,2,2
[MIN[MIN22][MAX45]],2,no,2,2
[SM[MAX12][MAX42]],6,no,2,2
[MIN[SM73][SM85]],0,no,2,2
[MAX[SM77][MIN34]],4,no,2,2
[MIN[MAX82][MAX47]],7,no,2,2
[SM[SM65][MIN91]],2,no,2,2
[MIN[MAX03][MIN01]],0,no,2,2
[MIN[SM62][MAX85]],8,no,2,2
[SM[MIN66][SM15]],2,no,2,2
[MAX[MAX61][SM65]],6,no,2,2
[MAX[MAX93][MIN10]],9,no,2,2
[SM[MAX48][MAX24]],2,no,2,2
[SM[MIN86][MIN43]],9,no,2,2
[SM[SM25][MAX83]],5,no,2,2
[SM[MIN95][SM95]],9,no,2,2
[MIN[SM22][SM01]],1,no,2,2
[MAX[SM80][MAX18]],8,no,2,2
[MIN[MIN64][MIN73]],3,no,2,2
[MIN[SM81][MIN12]],1,no,2,2
[MAX[MAX17][SM62]],8,no,2,2
[SM[MIN37][SM09]],2,no,2,2
[MIN[SM46][SM26]],0,no,2,2
[MAX[MIN66][SM79]],6,no,2,2
[MIN[SM74][MIN13]],1,no,2,2
[MIN[MIN86][MIN54]],4,no,2,2
[MAX[SM94][SM55]],3,no,2,2
[MAX[MIN22][MAX59]],9,no,2,2
[SM[MIN45][SM94]],7,no,2,2
[MAX[MAX60][SM25]],7,no,2,2
[MAX[SM92][SM17]],8,no,2,2
[MAX[MIN31][MIN04]],1,no,2,2
[MAX[MIN29][MIN03]],2,no,2,2
[MIN[MIN25][SM56]],1,no,2,2
[SM[SM13][MIN55]],9,no,2,2
[MAX[MAX83][MAX50]],8,no,2,2
[MIN[SM52][MAX14]],4,no,2,2
[MIN[MIN77][MIN61]],1,no,2,2
[MAX[MAX82][SM77]],8,no,2,2
[MAX[SM86][MAX44]],4,no,2,2
[MIN[SM59][MAX09]],4,no,2,2
[MIN[MAX46][SM69]],5,no,2,2
[MAX[SM61][SM47]],7,no,2,2
[MAX[MAX77][MAX80]],8,no,2,2
[SM[MAX37][MAX02]],9,no,2,2
[MAX[MAX38][SM68]],8,no,2,2
[MAX[MAX61][MIN27]],6,no,2,2
[MIN[SM38][MIN23]],1,no,2,2
[SM[MIN81][MIN24]],3,no,2,2
[MIN[SM23][MAX06]],5,no,2,2
[MAX[MAX46][MIN79]],7,no,2,2
[MAX[MAX51][MAX68]],8,no,2,2
[SM[MAX64][MAX17]],3,no,2,2
[MIN[MIN53][SM30]],3,no,2,2
[SM[MIN78][MAX03]],0,no,2,2
[MAX[SM94][MAX82]],8,no,2,2
[MAX[MAX45][MAX39]],9,no,2,2
[MAX[MIN42][MIN80]],2,no,2,2
[MIN[SM34][MAX68]],7,no,2,2
[SM[MIN80][MIN66]],6,no,2,2
[MIN[SM10][MIN98]],1,no,2,2
[SM[SM22][SM90]],3,no,2,2
[MIN[MAX88][MIN33]],3,no,2,2
[SM[SM75][MIN60]],2,no,2,2
[MIN[MIN90][MIN72]],0,no,2,2
[MAX[SM14][SM29]],5,no,2,2
[MAX[SM62][SM86]],8,no,2,2
[MAX[MIN07][MAX96]],9,no,2,2
[SM[MAX16][MIN41]],7,no,2,2
[MAX[SM00][SM08]],8,no,2,2
[SM[MIN05][MAX05]],5,no,2,2
[SM[SM63][SM70]],6,no,2,2
[MAX[SM46][MAX01]],1,no,2,2
[MAX[MIN64][MIN79]],7,no,2,2
[MIN[MAX20][MAX63]],2,no,2,2
[MIN[MAX93][SM52]],7,no,2,2
[MAX[MAX94][MAX50]],9,no,2,2
[SM[MIN41][SM75]],3,no,2,2
[MAX[SM47][MAX87]],8,no,2,2
[MIN[MIN38][MAX05]],3,no,2,2
[MIN[SM13][MIN27]],2,no,2,2
[MAX[MIN64][MAX69]],9,no,2,2
[MIN[MIN30][MAX92]],0,no,2,2
[SM[SM32][SM04]],9,no,2,2
[MIN[SM19][MAX50]],0,no,2,2
[SM[MAX61][MAX80]],4,no,2,2
[MAX[MAX79][MIN30]],9,no,2,2
[MIN[SM71][MIN77]],7,no,2,2
[SM[MIN95][MAX76]],2,no,2,2
[SM[MIN84][SM27]],3,no,2,2
[MAX[MAX65][MIN73]],6,no,2,2
[SM[MIN52][MAX08]],0,no,2,2
[SM[SM07][MAX87]],5,no,2,2
[MAX[MIN75][MIN00]],5,no,2,2
[SM[MAX15][MIN60]],5,no,2,2
[SM[MAX24][MIN07]],4,no,2,2
[MAX[MAX77][SM31]],7,no,2,2
[MAX[MAX53][SM83]],5,no,2,2
[MIN[MAX63][SM33]],6,no,2,2
[SM[MIN90][MAX69]],9,no,2,2
[MAX[SM01][MAX58]],8,no,2,2
[SM[MIN23][MAX89]],1,no,2,2
[MAX[MAX42][MAX42]],4,no,2,2
[MAX[MAX84][SM52]],8,no,2,2
[MIN[SM79][MIN88]],6,no,2,2
[MAX[SM51][MIN36]],6,no,2,2
[MAX[MIN62][MAX60]],6,no,2,2
[MAX[SM64][MIN74]],4,no,2,2
[MIN[MAX69][MIN40]],0,no,2,2
[MIN[SM03][MIN15]],1,no,2,2
[MIN[MIN84][SM56]],1,no,2,2
[MIN[MAX12][SM44]],2,no,2,2
[MAX[SM79][MIN39]],6,no,2,2
[MAX[MIN38][MAX50]],5,no,2,2
[MAX[MAX14][SM94]],4,no,2,2
[MAX[MAX43][MAX14]],4,no,2,2
[MAX[SM12][MIN13]],3,no,2,2
[SM[MAX31][MIN44]],7,no,2,2
[MAX[SM85][SM30]],3,no,2,2
[MAX[MAX17][SM47]],7,no,2,2
[MIN[SM51][MIN41]],1,no,2,2
[MIN[MAX49][MIN53]],3,no,2,2
[MIN[SM19][SM08]],0,no,2,2
[MAX[MAX30][MAX62]],6,no,2,2
[MIN[MAX88][MIN06]],0,no,2,2
[SM[SM24][MAX07]],3,no,2,2
[MIN[SM63][MAX50]],5,no,2,2
[SM[SM60][MIN96]],2,no,2,2
[MAX[SM02][SM82]],2,no,2,2
[MAX[SM97][MIN59]],6,no,2,2
[MIN[MIN41][MIN97]],1,no,2,2
[MAX[SM88][MIN80]],6,no,2,2
[MAX[MAX90][SM56]],9,no,2,2
[MAX[MAX73][MIN51]],7,no,2,2
[MAX[MIN15][MIN17]],1,no,2,2
[MAX[MIN66][MAX49]],9,no,2,2
[SM[SM88][SM74]],7,no,2,2
[SM[MAX40][MAX04]],8,no,2,2
[MAX[MIN99][SM82]],9,no,2,2
[MAX[SM26][MAX62]],8,no,2,2
[MAX[MIN18][MAX01]],1,no,2,2
[MAX[SM49][SM57]],3,no,2,2
[MAX[SM68][MIN84]],4,no,2,2
[SM[MAX51][MAX67]],2,no,2,2
[MAX[MIN13][MIN76]],6,no,2,2
[MIN[SM10][SM66]],1,no,2,2
[SM[MIN18][SM77]],5,no,2,2
[MIN[SM43][MAX30]],3,no,2,2
[MAX[MIN06][MAX37]],7,no,2,2
[MIN[MAX30][MIN42]],2,no,2,2
[MAX[SM99][SM79]],8,no,2,2
[MAX[MAX74][SM55]],7,no,2,2
[SM[MIN77][MAX93]],6,no,2,2
[MAX[SM79][MIN03]],6,no,2,2
[MIN[MAX98][MIN25]],2,no,2,2
[SM[MAX62][SM42]],2,no,2,2
[SM[MAX11][MIN16]],2,no,2,2
[MIN[SM53][MAX90]],8,no,2,2
[MAX[SM00][MIN08]],0,no,2,2
[SM[MIN16][SM18]],0,no,2,2
[MAX[SM19][MIN48]],4,no,2,2
[SM[MIN59][MIN18]],6,no,2,2
[SM[MIN55][MAX45]],0,no,2,2
[MAX[MIN09][MAX37]],7,no,2,2
[SM[MIN99][MIN39]],2,no,2,2
[SM[MAX23][SM74]],4,no,2,2
[MIN[MAX63][SM98]],6,no,2,2
[SM[MAX03][MAX12]],5,no,2,2
[MAX[MIN06][MAX47]],7,no,2,2
[MIN[MAX00][SM93]],0,no,2,2
[SM[MIN70][MIN15]],1,no,2,2
[SM[MIN56][SM79]],1,no,2,2
[SM[MIN67][MAX40]],0,no,2,2
[MIN[SM47][MAX01]],1,no,2,2
[MIN[SM12][MAX18]],3,no,2,2
[MAX[MIN88][SM43]],8,no,2,2
[MAX[MIN03][MIN66]],6,no,2,2
[MAX[SM23][SM43]],7,no,2,2
[MAX[MAX88][SM47]],8,no,2,2
[MAX[SM47][MAX23]],3,no,2,2
[MIN[MAX77][SM50]],5,no,2,2
[MIN[SM06][MAX93]],6,no,2,2
[MAX[SM95][SM00]],4,no,2,2
[MAX[SM76][MIN78]],7,no,2,2
[MIN[MIN63][SM27]],3,no,2,2
[MAX[MAX03][SM33]],6,no,2,2
[MAX[MIN35][SM45]],9,no,2,2
[SM[SM94][SM62]],1,no,2,2
[MIN[MAX92][MAX78]],8,no,2,2
[SM[MIN21][MAX75]],8,no,2,2
[MIN[SM31][SM96]],4,no,2,2
[MAX[SM84][MAX30]],3,no,2,2
[MIN[SM63][SM69]],5,no,2,2
[MIN[MAX32][MIN24]],2,no,2,2
[SM[MAX34][SM33]],0,no,2,2
[MAX[MAX51][SM53]],8,no,2,2
[MAX[MIN09][MAX61]],6,no,2,2
[MIN[MIN91][MAX30]],1,no,2,2
[MIN[MAX76][MAX57]],7,no,2,2
[MAX[MAX25][MAX77]],7,no,2,2
[SM[MAX20][MAX56]],8,no,2,2
[SM[MAX67][MIN20]],7,no,2,2
[MAX[MIN66][SM14]],6,no,2,2
[MAX[SM76][MAX51]],5,no,2,2
[MAX[SM47][MIN09]],1,no,2,2
[SM[MAX81][MIN04]],8,no,2,2
[MAX[SM78][MIN20]],5,no,2,2
[SM[MIN82][MIN50]],2,no,2,2
[SM[MAX67][SM33]],3,no,2,2
[MIN[MIN19][SM77]],1,no,2,2
[SM[MIN09][MAX09]],9,no,2,2
[MIN[MIN65][MIN20]],0,no,2,2
[MAX[SM46][MAX28]],8,no,2,2
[MIN[MIN35][MIN95]],3,no,2,2
[MIN[SM43][SM88]],6,no,2,2
[MIN[MIN73][SM77]],3,no,2,2
[MAX[SM29][MAX00]],1,no,2,2
[SM[SM99][MAX45]],3,no,2,2
[MAX[MAX87][MIN70]],8,no,2,2
[MAX[SM75][SM47]],2,no,2,2
[MIN[MIN04][MIN43]],0,no,2,2
[SM[MAX20][MIN68]],8,no,2,2
[SM[MIN81][SM21]],4,no,2,2
[MAX[SM85][SM98]],7,no,2,2
[SM[MIN50][SM88]],6,no,2,2
[SM[MIN51][MAX27]],8,no,2,2
[SM[MIN97][MAX68]],5,no,2,2
[MAX[MAX99][MIN93]],9,no,2,2
[MIN[MIN05][MIN41]],0,no,2,2
[MIN[MAX36][SM61]],6,no,2,2
[SM[SM16][SM61]],4,no,2,2
[MIN[SM79][MAX53]],5,no,2,2
[MAX[MAX38][MIN50]],8,no,2,2
[SM[MAX23][MIN80]],3,no,2,2
[SM[MAX32][SM85]],6,no,2,2
[SM[MAX12][SM43]],9,no,2,2
[MIN[MAX26][MAX52]],5,no,2,2
[MIN[MIN67][MAX67]],6,no,2,2
[MAX[MIN51][MAX86]],8,no,2,2
[MAX[MAX29][MAX47]],9,no,2,2
[MIN[MIN65][MAX54]],5,no,2,2
[MAX[MIN74][MIN40]],4,no,2,2
[MIN[MIN02][SM79]],0,no,2,2
[MIN[MAX53][MAX64]],5,no,2,2
[MIN[SM53][MAX53]],5,no,2,2
[MIN[MIN51][MIN41]],1,no,2,2
[MAX[MIN74][MIN22]],4,no,2,2
[MAX[MIN20][MAX36]],6,no,2,2
[MAX[MIN07][MIN16]],1,no,2,2
[MIN[MIN12][MIN06]],0,no,2,2
